ID;CASE;SERIAL;REF;QUESTNNR;MODE;STARTED;BF01_01;BF01_02;BF01_03;BF01_04;BF01_05;BF01_06;BF01_07;BF01_08;BF01_09;BF01_10;BF01_11;BF01_12;BF01_13;BF01_14;BF01_15;BF01_16;BF01_17;BF01_18;BF01_19;BF01_20;BF02_21;BF02_22;BF02_23;BF02_24;BF02_25;BF02_26;BF02_27;BF02_28;BF02_29;BF02_30;BF02_31;BF02_32;BF02_33;BF02_34;BF02_35;BF02_36;BF02_37;BF02_38;BF02_39;BF02_40;BF03_61;BF03_42;BF03_43;BF03_44;BF03_45;BF03_46;BF03_47;BF03_48;BF03_49;BF03_50;BF03_51;BF03_52;BF03_53;BF03_54;BF03_55;BF03_56;BF03_57;BF03_58;BF03_59;BF03_60;DP03_01;DP03_02;DP05_01;DP05_02;DP06_01;DP08_01;DP08_02;DP09_01;DP09_02;DP10_01;DP10_02;DP11_01;DP11_02;DP12_01;DP12_02;DP13_01;DP13_02;DP14_01;DP14_02;DP16_01;DP16_02;DP17_01;DP19_01;DP19_02;DP20_01;DP20_02;DP21_01;DP21_02;DP22_01;DP22_02;DP23_01;DP23_02;DP24_01;DP24_02;DP25_01;DP25_02;DP27_01;DP27_02;DP28_01;DP30_01;DP30_02;DP31_01;DP31_02;DP32_01;DP32_02;DP33_01;DP33_02;DP34_01;DP34_02;DP35_01;DP35_02;DP36_01;DP36_02;DP38_01;DP38_02;DP39_01;DP41_01;DP41_02;DP42_01;DP42_02;DP43_01;DP43_02;DP44_01;DP44_02;DP45_01;DP45_02;DP46_01;DP46_02;DP47_01;DP47_02;JS02_01;JS02_02;JS02_03;JS02_04;JS02_05;JS02_06;JS02_07;JS02_08;JS02_09;JS02_10;JS03_01;JS03_02;JS03_03;JS03_04;JS03_05;JS03_11;JS03_06;JS03_07;JS03_08;JS03_09;JS03_10;JS04_01;JS04_02;JS04_03;JS04_04;JS04_05;JS04_06;JS04_07;JS04_08;JS04_09;JS04_10;JS05_01;JS05_02;JS05_03;JS05_04;JS05_05;JS05_06;JS05_07;JS05_08;JS05_09;JS05_10;SD01_01;SD02;SD03_01;SD03_01a;SD04_01;IV01_01;T1;T2;T3;T4;IV02_01;ZZ01_01;ZZ02_01;DQ01_01;DQ01_02;SE01_01;SE01_02;SE01_03;SE01_04;SE01_05;SE01_06;PC01_01;PC01_02;PC01_03;PC01_04;P_CODE;EV01;EV01_01;TIME001;TIME002;TIME003;TIME004;TIME005;TIME006;TIME007;TIME008;TIME009;TIME010;TIME011;TIME012;TIME013;TIME014;TIME015;TIME016;TIME017;TIME019;TIME021;TIME022;TIME024;TIME025;TIME026;TIME027;TIME028;TIME029;TIME030;TIME031;TIME032;TIME033;TIME034;TIME036;TIME037;TIME038;TIME039;TIME040;TIME041;TIME042;TIME043;TIME044;TIME045;TIME047;TIME049;TIME050;TIME051;TIME052;TIME053;TIME054;TIME055;TIME056;TIME057;TIME058;TIME059;TIME062;TIME063;TIME064;TIME065;TIME066;TIME067;TIME068;TIME069;TIME070;TIME071;TIME072;TIME073;TIME_SUM;MAILSENT;LASTDATA;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
278;640;;;base;interview;21/06/2018 7:46;5;4;3;6;5;2;6;1;2;4;1;2;5;1;2;5;5;1;5;6;1;2;3;3;4;2;2;5;1;4;6;3;1;4;2;1;5;2;4;5;1;3;4;2;2;5;5;1;6;4;1;4;6;1;3;2;1;6;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;4;2;6;1;1;4;3;5;4;5;4;2;4;5;2;2;1;3;4;5;6;5;5;4;2;2;3;4;4;6;5;5;5;5;5;6;5;5;5;;;;;;;;;;;;;;;;3;5;5;3;1;1;H;L;S;20;HLS0H;1;2;11;93;139;183;134;30;102;130;73;99;118;156;101;897;10;51;5468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1270;;21/06/2018 9:56;0;0;17;17;0;0;0.65;5
280;642;;;base;interview;21/06/2018 8:29;5;4;2;6;5;2;6;1;2;4;1;5;5;2;2;5;5;1;6;6;1;2;3;4;4;1;4;5;2;5;6;3;2;5;3;1;6;1;4;5;1;3;4;2;4;5;3;1;6;4;1;4;6;1;3;2;2;6;1;2;4;1;7;2;3;0;7;0;6;0;5;0;5;0;4;0;3;0;3;7;10;3;0;6;0;6;0;5;0;4;0;4;0;3;0;2;10;2;2;0;6;0;6;0;5;0;5;0;4;0;3;0;3;10;10;1;0;6;0;6;0;5;0;4;0;4;0;3;0;2;5;5;4;2;5;2;2;2;2;4;5;5;4;4;5;5;4;2;3;2;4;5;6;4;6;3;2;2;4;4;4;6;6;5;6;6;6;5;5;5;5;26;2;;2;;3;;;;;StartR3-EndR3,StartR1-EndR1,StartR2-EndR2,StartR4-EndR4,Verl;8;7;5;5;4;5;5;3;1;2;H;L;S;2;HLS02;1;2;40;44;15;2;84;1;68;59;60;68;31;109;95;2;3;14;6;;44;8;12;2;36;4;10;6;5;9;11;24;7;24;2;20;5;8;6;6;5;7;48;13;112;11;56;20;18;10;5;13;7;13;5;43;4;21;9;7;8;5;14;9;21;25;73;1432;;21/06/2018 8:54;1;0;73;73;1;1;1.12;27
281;643;;;base;interview;21/06/2018 9:06;3;6;6;5;4;5;6;2;1;4;6;1;4;4;2;5;6;1;2;6;6;6;1;1;5;6;6;3;4;4;3;4;1;6;5;4;6;5;2;5;4;1;6;3;4;3;4;1;5;5;1;6;6;1;1;6;1;4;2;5;-9;4;7;2;4;3;3;2;3;1;2;1;2;0;2;0;2;0;2;7;10;4;2;2;1;2;1;2;1;2;0;1;0;1;0;1;10;2;1;2;3;0;2;0;3;0;3;0;3;0;2;0;2;10;10;3;2;2;0;3;0;2;0;2;0;2;0;2;0;2;4;4;1;1;5;2;1;3;5;5;5;5;3;5;2;5;3;3;5;6;5;3;5;2;6;2;4;2;4;5;4;5;5;6;6;6;6;2;6;6;6;19;2;;2;;3;;;;;StartR3-EndR3,StartR4-EndR4,StartR1-EndR1,StartR2-EndR2,Verl;2;9;5;5;2;3;4;6;5;3;T;W;T;15;TWT15;1;2;44;160;90;7;187;15;90;109;76;72;59;124;107;10;89;134;13;74;28;7;17;2;61;44;20;14;12;9;8;23;9;17;3;29;16;8;6;10;5;5;105;34;39;10;105;27;26;21;14;17;21;98;11;19;8;58;18;13;6;7;5;10;30;26;78;2619;;21/06/2018 9:49;1;0;73;73;1;1;0.62;1
282;644;;;base;interview;21/06/2018 9:06;2;3;3;5;5;6;6;6;3;6;4;1;2;3;1;3;6;4;4;4;4;4;5;3;4;4;5;3;5;5;4;3;5;3;4;4;3;4;4;5;3;4;4;5;3;4;3;5;4;5;2;4;3;4;4;5;4;4;3;4;4;4;7;2;1;10;10;2;2;3;1;4;1;5;3;4;3;3;3;7;10;2;10;5;0;0;0;0;1;1;1;1;2;1;3;1;10;2;0;10;10;0;0;0;0;0;0;0;0;2;1;3;1;10;10;1;10;10;0;0;0;0;0;0;1;1;2;2;2;2;5;5;3;4;5;4;4;4;5;5;3;4;3;4;4;3;4;4;3;4;3;2;2;3;2;1;1;2;1;2;1;4;4;5;3;4;5;4;4;5;4;24;1;Geodäsie;1;4;4;;;;;StartR4-EndR4,StartR2-EndR2,StartR3-EndR3,StartR1-EndR1,Verl;2;7;5;5;4;3;5;4;5;4;M;H;G;10;MHG10;1;2;4;21;39;2;96;7;36;12;27;21;17;26;38;3;20;63;5;14;9;4;6;2;10;5;3;4;4;3;3;60;5;7;1;27;4;4;3;2;3;2;18;10;7;2;10;8;3;2;3;3;2;35;55;13;4;49;9;5;6;5;6;4;18;10;9;918;;21/06/2018 9:21;1;0;73;73;0;0;1.77;44
283;645;;;base;interview;21/06/2018 9:06;5;4;2;6;5;2;5;1;4;4;2;5;4;2;1;3;4;1;2;6;2;5;4;4;6;1;4;5;4;3;4;5;4;5;5;3;5;6;5;6;2;1;5;6;2;5;5;2;6;4;1;5;6;2;1;2;2;5;3;6;4;1;7;2;5;6;4;5;3;4;2;3;1;2;;0;0;0;0;7;10;5;6;4;5;3;4;2;3;1;2;0;0;0;0;0;10;2;2;3;2;3;2;2;1;1;0;0;0;0;0;0;0;10;10;2;3;2;2;2;1;1;0;0;0;0;0;0;0;0;3;3;4;2;5;3;4;4;4;5;4;4;3;3;3;5;5;3;3;4;5;5;6;4;5;3;3;2;3;3;5;6;6;4;4;5;5;5;4;5;5;19;2;Mathematik;1;2;1;;;;;StartR1-EndR1,StartR4-EndR4,StartR3-EndR3,StartR2-EndR2,Verl;5;5;5;5;5;5;6;4;4;3;H;W;G;5;HWG05;1;2;3;27;35;3;94;5;69;77;66;76;32;115;87;7;22;44;7;;29;12;9;3;73;15;15;20;8;15;7;17;7;6;2;17;9;14;18;14;5;6;16;8;7;2;15;16;6;7;7;5;6;54;8;9;4;74;21;7;15;5;6;5;15;19;53;1480;;21/06/2018 9:31;1;0;73;73;1;1;1.04;11
285;647;;;base;interview;21/06/2018 9:07;1;3;5;6;6;4;4;3;6;6;6;6;5;4;2;1;3;3;5;6;5;3;4;5;5;6;6;4;4;3;2;3;4;3;5;6;4;4;3;6;4;2;3;3;1;1;4;3;6;6;5;4;6;6;2;6;4;6;4;6;4;1;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;6;6;6;6;4;6;6;6;5;4;6;6;6;5;5;5;5;5;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;24;2;Pharmazie;1;4;2;;;;;StartR2-EndR2,StartR3-EndR3,StartR1-EndR1,StartR4-EndR4,Verl;8;4;5;5;3;6;5;3;4;5;K;T;K;1;KTK01;1;2;9;7;43;2;47;2;30;43;13;15;18;44;49;2;2;4;21;;4;11;4;2;4;3;3;3;3;3;4;23;17;7;2;8;9;8;5;5;3;3;18;20;6;1;4;3;3;3;2;3;3;10;3;4;1;4;3;4;4;5;3;3;13;10;14;632;;21/06/2018 9:17;1;0;73;73;0;0;2.05;83
286;648;;;base;interview;21/06/2018 9:10;2;5;1;6;3;3;6;1;4;5;2;2;5;5;3;5;6;2;3;5;5;6;3;2;5;6;2;6;4;4;2;2;3;5;4;4;6;4;5;5;5;3;6;4;2;3;4;1;5;5;3;2;5;4;6;4;2;5;2;6;4;1;7;2;5;5;5;4;4;3;3;2;2;1;1;0;0;0;0;7;10;5;5;5;4;4;3;3;2;2;1;1;0;0;0;0;10;2;2;2;4;1;3;1;2;3;2;0;1;0;1;0;1;10;10;2;3;4;3;3;2;2;1;2;0;1;0;1;1;1;6;6;4;4;3;3;3;6;6;6;5;5;5;3;5;5;5;6;4;4;6;4;5;2;5;4;3;4;5;3;5;5;4;4;6;5;5;4;6;5;5;21;2;Philosophie;1;4;3;;;;;StartR3-EndR3,StartR4-EndR4,StartR2-EndR2,StartR1-EndR1,Verl;4;4;4;5;3;2;4;3;4;1;m;l;p;12;mli12;1;2;12;33;40;4;72;7;40;43;34;38;30;65;61;6;17;25;9;;6;7;5;1;9;8;3;4;3;5;4;12;4;4;2;16;9;4;7;4;4;4;39;9;11;3;39;18;8;9;8;7;6;20;20;8;2;15;7;7;5;5;4;4;9;12;14;950;;21/06/2018 9:26;1;0;73;73;0;0;1.43;25
287;650;;;base;interview;21/06/2018 9:29;6;4;2;5;3;3;5;1;3;3;2;1;4;1;2;3;6;1;3;5;2;6;1;4;2;3;4;1;4;6;5;4;3;6;4;2;6;2;1;5;2;1;6;5;5;4;5;2;6;3;4;5;3;2;2;4;2;6;2;6;3;1;7;2;0;;2;0;0;0;0;0;0;0;0;0;0;0;0;7;10;0;0;0;1;1;2;2;3;3;4;4;5;5;0;4;10;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;10;10;0;2;2;0;1;0;2;3;3;4;4;5;5;3;6;5;6;3;3;4;2;3;3;1;2;3;3;4;5;4;5;4;2;2;1;4;5;5;4;5;1;1;1;1;1;1;6;5;6;5;5;6;3;6;6;6;22;2;BCh. Chemie;1;8;4;;;;;StartR4-EndR4,StartR2-EndR2,StartR1-EndR1,StartR3-EndR3,Verl;5;5;5;5;4;2;5;2;6;3;E;D;B;25;EDB25;1;2;3;12;101;3;134;13;78;101;65;65;39;108;107;10;3;22;16;28;21;22;5;2;13;20;6;7;7;9;7;22;22;8;2;11;7;7;6;6;7;37;24;5;5;2;9;7;7;6;5;6;5;26;86;11;6;56;23;18;10;8;8;7;13;26;17;1452;;21/06/2018 9:55;1;0;73;73;1;1;1.12;20
288;651;;;base;interview;21/06/2018 9:45;5;4;3;4;4;2;4;2;2;2;3;3;6;3;3;4;4;1;6;5;2;5;3;3;3;3;2;3;3;6;5;4;2;3;3;3;4;4;4;5;3;3;4;4;5;3;4;3;5;4;4;5;5;3;2;5;2;5;4;3;4;4;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;4;2;4;4;4;4;5;4;4;3;5;5;6;5;3;4;5;4;4;4;4;3;3;2;2;3;3;4;3;5;4;4;5;5;5;4;4;24;2;Jura;1;2;1;;;;;StartR1-EndR1,StartR2-EndR2,StartR3-EndR3,StartR4-EndR4,Verl;2;4;5;5;2;4;5;4;5;4;M;K;B;1;MKB01;1;2;13;118;28;3;87;457;57;56;146;53;33;99;91;138;31;50;19;183;42;17;7;4;20;8;5;9;5;4;6;21;8;5;3;8;9;8;5;5;4;4;34;7;9;2;6;6;6;5;5;4;5;42;11;6;1;5;4;3;4;4;5;4;13;15;5;1343;;21/06/2018 10:20;1;0;73;73;0;0;1.27;22
289;652;;;base;interview;21/06/2018 9:54;4;5;5;6;6;2;5;4;3;4;3;1;5;2;4;5;4;3;6;5;4;4;5;2;5;2;5;4;4;6;4;4;2;6;6;5;6;4;3;6;4;3;3;5;2;5;5;2;6;6;3;5;6;4;3;5;4;3;2;6;4;1;7;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;7;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;6;3;4;2;2;5;3;6;5;5;6;3;6;5;3;2;6;4;6;5;4;5;6;2;3;2;6;5;5;5;6;6;6;5;5;4;6;5;6;19;2;Lehramt;1;2;2;;;;;StartR2-EndR2,StartR1-EndR1,StartR4-EndR4,StartR3-EndR3,Verl;4;5;5;4;4;5;5;3;3;4;A;W;K;13;AWK13;1;2;3;3;57;4;123;9;67;70;73;85;31;102;98;4;24;101;33;;20;9;8;2;25;6;2;3;3;4;3;50;11;14;3;43;14;7;3;3;3;5;14;6;6;3;4;3;3;3;3;2;4;32;13;8;2;4;4;2;3;3;3;4;15;33;49;1354;;21/06/2018 10:16;1;0;73;73;0;0;1.5;40
290;653;;;base;interview;21/06/2018 10:02;5;1;2;5;3;2;6;6;5;1;6;2;1;3;6;2;2;1;3;5;3;5;6;4;5;3;5;3;5;5;3;2;2;5;5;4;3;3;3;5;5;3;1;4;4;3;4;5;2;5;5;3;4;3;2;5;5;3;5;5;4;4;7;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;1;0;0;;;0;0;0;0;0;0;0;0;0;0;6;6;6;6;4;6;6;6;6;6;1;1;1;1;3;5;2;2;2;2;2;1;1;1;1;5;2;1;2;2;1;1;2;2;3;2;3;3;3;2;2;21;2;Informatik ;1;6;4;;;;;StartR4-EndR4,StartR1-EndR1,StartR3-EndR3,StartR2-EndR2,Verl;5;4;5;5;3;3;4;6;6;5;L;A;K;22;LAK24;1;2;6;5;90;1;199;9;135;306;69;46;41;131;252;5;3;14;13;61;23;25;10;4;11;6;5;5;4;4;7;13;8;9;1;6;7;4;7;3;9;7;22;11;7;2;7;6;3;4;3;4;3;83;27;22;6;62;1;20;17;8;7;5;11;32;10;1947;;21/06/2018 10:35;1;0;73;73;1;1;1.32;40
291;654;;;base;interview;21/06/2018 10:02;2;4;1;6;6;4;6;1;1;6;2;6;6;1;1;6;6;2;6;6;2;1;1;1;4;2;2;2;2;2;5;4;2;5;4;1;6;1;1;6;2;2;5;4;1;6;2;1;6;6;2;5;5;1;1;4;4;5;1;5;4;1;7;2;5;0;6;0;5;0;4;0;3;0;2;0;1;0;0;7;10;5;0;5;0;4;0;3;0;2;0;1;0;0;0;0;10;2;2;0;5;0;4;0;3;0;2;0;1;0;1;0;1;10;10;1;0;5;0;4;0;3;0;2;0;1;0;0;0;0;2;2;3;2;2;1;2;1;1;3;6;5;6;4;6;5;6;6;6;5;6;6;6;6;6;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;19;2;Medizin;1;2.;3;;;;;StartR3-EndR3,StartR2-EndR2,StartR1-EndR1,StartR4-EndR4,Verl;5;2;5;5;4;6;6;1;1;1;C;J;A;19;C19cC;1;2;20;50;148;10;148;15;162;80;87;56;106;380;300;11020;338;192;16;;38;11;9;4;49;23;17;20;10;10;8;554;21;10;6;34;27;21;13;22;17;14;628;32;282;10;268;84;32;32;55;85;53;27;16;17;2;36;19;32;8;10;11;11;20;24;15;2656;;21/06/2018 14:27;1;0;73;73;0;0;0.51;1
292;655;;;base;interview;21/06/2018 10:06;3;4;6;6;1;4;5;1;1;3;4;2;5;3;2;4;5;2;4;5;5;4;3;4;5;4;3;6;5;6;4;2;5;5;4;4;4;3;2;5;4;4;5;3;6;2;5;1;5;4;4;3;6;2;4;1;2;6;2;3;3;5;7;2;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;7;10;5;5;5;0;4;0;3;0;2;0;1;0;0;0;0;10;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;10;10;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;4;4;5;4;4;3;2;3;3;3;5;4;5;4;5;4;5;2;3;5;5;4;4;3;6;3;3;2;3;3;3;6;5;5;6;5;5;5;5;6;6;23;2;Biologie ;1;6;3;;;;;StartR3-EndR3,StartR4-EndR4,StartR2-EndR2,StartR1-EndR1,Verl;2;6;3;4;4;5;4;6;1;4;S;R;J;5;SRJ05;1;2;2;23;64;4;115;2;82;80;58;61;37;86;101;2;2;44;12;70;23;6;9;2;29;34;8;6;9;7;6;22;23;8;2;22;27;12;11;11;7;14;4;39;24;4;77;16;15;26;10;8;7;60;16;11;5;43;15;7;7;6;7;9;19;21;5;1604;;21/06/2018 10:32;1;0;73;73;0;0;1.01;28
293;656;;;base;interview;21/06/2018 10:19;3;1;4;6;6;4;5;6;4;6;6;3;4;2;1;2;3;1;6;6;5;1;4;1;5;1;6;1;6;2;2;4;1;6;6;4;4;4;4;6;6;4;1;6;1;2;1;2;6;6;3;4;6;4;1;4;5;6;2;6;4;1;7;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;4;5;5;2;3;6;3;4;6;4;6;3;4;5;5;4;3;4;3;6;6;6;6;3;6;5;2;4;5;6;6;6;6;4;6;6;3;5;5;25;2;Informatik;1;12;1;;;;;StartR1-EndR1,StartR2-EndR2,StartR3-EndR3,StartR4-EndR4,Verl;6;7;5;5;5;4;6;2;1;3;J;P;G;7;JPG07;1;2;68;48;31;4;69;8;52;122;38;39;34;75;77;344;92;34;7;;30;12;54;4;36;9;3;2;3;3;3;20;7;19;3;18;3;5;4;2;3;3;62;8;13;3;6;3;3;2;3;4;3;9;7;14;2;5;3;2;3;3;2;3;12;12;42;1236;;21/06/2018 10:46;1;0;73;73;0;0;1.54;35
295;658;;;base;interview;21/06/2018 10:29;4;2;5;6;6;4;5;5;2;6;6;2;6;1;1;4;4;4;6;6;4;1;5;5;6;3;6;3;5;1;3;1;1;6;6;5;4;4;1;6;3;1;5;1;1;5;5;3;6;6;5;5;6;6;4;6;6;4;1;6;4;4;7;2;4;5;4;3;6;4;3;4;5;3;2;4;3;4;4;7;10;2;2;3;2;3;3;4;5;4;4;3;4;3;3;4;10;2;1;3;3;3;3;2;2;1;1;1;2;3;3;2;3;10;10;0;3;2;4;3;2;5;4;3;1;5;3;3;3;5;6;6;6;5;5;6;5;5;6;6;6;6;6;4;3;5;6;6;4;4;6;6;6;5;6;5;5;5;4;5;4;6;6;6;6;5;6;4;5;5;5;22;2;Pharmazie ;1;5;2;;;;;StartR2-EndR2,StartR3-EndR3,StartR4-EndR4,StartR1-EndR1,Verl;7;2;5;5;5;2;5;3;5;4;K;K;W;20;KKW20;1;2;2;5;29;2;51;7;47;49;39;44;28;63;65;5;16;26;6;11;13;34;7;1;7;9;6;7;7;5;6;4;71;9;5;32;12;8;10;9;6;14;18;40;10;3;22;7;6;6;8;10;7;14;12;9;2;6;6;6;6;10;6;7;11;16;16;980;;21/06/2018 10:46;1;0;73;73;0;0;1.35;33
296;659;;;base;interview;21/06/2018 10:44;3;5;4;5;5;2;4;2;3;3;3;2;5;2;3;4;5;2;4;4;3;5;3;4;3;3;4;4;3;4;5;3;1;5;5;3;4;4;2;5;3;3;5;3;2;3;6;1;5;3;3;5;5;2;2;4;3;4;2;3;4;1;7;2;2;0;3;0;2;0;2;0;0;0;0;0;0;0;0;7;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;1;0;2;0;2;0;1;0;0;0;0;0;0;0;0;10;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;2;4;3;3;3;4;4;3;5;4;4;3;3;5;4;4;4;5;5;4;5;5;6;4;4;4;4;5;5;4;4;5;5;4;5;4;3;3;3;26;1;VWL;1;8;2;;;;;StartR2-EndR2,StartR4-EndR4,StartR1-EndR1,StartR3-EndR3,Verl;7;9;4;4;3;3;5;4;2;2;B;W;M;17;BWM17;1;2;22;258;43;5;153;16;140;236;109;973;70;230;150;35;32;261;9;;45;6;7;2;32;8;5;3;2;3;8;192;19;15;4;97;9;3;3;4;6;2;51;16;15;2;15;7;4;3;2;3;3;63;7;12;3;9;6;2;2;2;2;2;23;25;5;2203;;21/06/2018 11:42;1;0;73;73;0;0;1.27;25
297;660;;;base;interview;21/06/2018 11:11;5;3;5;4;4;3;5;4;3;5;3;4;3;3;3;5;4;3;3;5;3;4;3;5;5;3;4;3;3;3;4;4;3;4;6;4;5;3;4;5;2;3;4;3;4;3;4;2;4;4;4;4;5;3;3;4;4;5;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;5;4;3;3;3;3;3;4;4;4;4;3;4;5;4;4;3;3;5;4;5;3;5;3;3;3;3;2;4;4;5;3;3;3;4;4;3;3;4;;;;;;;;;;;;;;;;4;3;4;5;2;3;N;D;W;29;NDW29;1;2;5;10;64;2;63;1;44;37;32;40;2042;45;52;26;12;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;516;;21/06/2018 11:53;0;0;16;16;0;0;1.74;65
298;661;;;base;interview;21/06/2018 11:17;1;1;5;4;2;6;4;3;6;2;6;6;2;6;5;1;2;3;6;5;6;1;2;6;4;6;6;2;1;6;2;1;1;3;5;6;1;4;6;6;6;6;6;4;1;1;3;3;4;2;6;1;6;3;6;6;6;6;5;4;4;4;7;2;5;5;5;4;4;3;3;2;2;1;1;0;0;0;0;7;10;5;5;5;4;4;3;3;2;2;1;1;0;0;0;0;10;2;4;0;0;1;1;1;1;1;1;2;2;2;2;3;3;10;10;2;0;0;0;0;1;1;2;2;2;2;3;3;3;3;6;6;6;6;6;6;6;6;6;6;4;3;5;3;4;5;2;3;3;3;2;5;5;1;6;1;2;1;5;6;6;5;2;6;6;4;5;5;4;5;4;28;2;Geschichte, Philosophie;1;4;1;;;;;StartR1-EndR1,StartR2-EndR2,StartR3-EndR3,StartR4-EndR4,Verl;9;5;3;3;1;1;3;6;6;6;I;H;M;13;IHM13;1;2;19;42;48;20;110;8;68;86;68;62;42;126;93;11;41;137;10;53;92;26;13;7;52;20;36;8;6;14;13;27;10;8;2;14;6;10;3;4;4;7;52;9;11;2;112;12;11;3;3;3;3;25;6;9;2;7;3;4;4;3;4;2;24;53;8;1801;;21/06/2018 11:47;1;0;73;73;0;0;1.11;16
299;662;;;base;interview;21/06/2018 11:23;6;5;5;6;4;2;4;4;1;2;4;3;4;1;2;4;4;2;5;5;2;4;4;2;2;1;4;2;2;5;5;3;2;5;5;4;6;1;1;6;2;1;3;6;5;5;2;3;6;4;3;3;4;3;1;5;5;4;2;2;4;1;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;4;2;3;2;4;5;4;6;4;4;2;1;3;5;4;3;2;4;6;3;5;3;3;2;1;4;4;3;5;4;4;3;2;3;6;5;6;4;6;22;1;Wirtschaftsrecht;1;6;3;;;;;StartR3-EndR3,StartR1-EndR1,StartR4-EndR4,StartR2-EndR2,Verl;7;3;5;5;6;6;5;6;6;2;C;A;B;26;CAB26;1;2;37;41;41;4;89;6;56;74;52;69;28;91;93;5;27;42;7;;30;10;6;3;21;4;5;5;3;3;3;31;6;4;2;5;3;3;4;3;3;4;38;10;14;3;42;15;7;6;3;3;5;45;10;7;3;41;3;3;3;3;5;3;15;20;59;1289;;21/06/2018 11:44;1;0;73;73;0;0;1.36;22
300;663;;;base;interview;21/06/2018 12:00;5;4;4;6;5;3;4;3;2;3;4;2;4;1;2;5;4;4;3;6;4;3;2;5;5;2;4;3;4;5;4;3;4;6;6;3;4;4;3;6;3;4;3;4;3;5;6;3;6;6;3;6;6;3;1;4;3;4;2;6;4;4;7;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;7;10;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;10;10;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4;5;4;2;3;2;4;4;5;5;5;5;5;2;3;5;4;4;4;4;5;4;6;5;5;3;1;1;3;5;2;6;4;6;5;4;6;5;4;5;5;23;2;Jura;1;4;4;;;;;StartR4-EndR4,StartR3-EndR3,StartR2-EndR2,StartR1-EndR1,Verl;6;8;4;5;6;6;4;3;4;2;D;H;D;82;Dhd28;1;2;16;120;123;8;171;12;75;80;73;68;63;126;130;9;74;79;9;63;46;10;7;2;13;13;5;5;6;5;7;37;12;14;5;26;13;6;7;6;6;6;89;17;11;3;59;8;10;6;6;7;5;121;55;28;13;88;33;17;16;13;8;7;26;21;25;2248;;21/06/2018 12:38;1;0;73;73;0;0;0.76;2
